time,cpi_mom,cpi_yoy,cpi_mom_smoothed,cpi_yoy_smoothed,cpi_mom_log,cpi_yoy_log
2021-03-01,99.73,101.15,100.40333333333335,101.50999999999999,4.6024665444408495,4.616604573500062
2021-04-01,99.96,102.69,99.95,102.24333333333334,4.604770115970753,4.63171475094825
2021-05-01,100.16,102.89,100.10333333333331,102.66333333333331,4.606768917335814,4.633660466106837
2021-06-01,100.19,102.41,100.32333333333334,102.64333333333332,4.607068393252208,4.628984373852018
2021-07-01,100.62,102.63,100.35333333333334,102.61666666666666,4.611351055001554,4.631130297401363
2021-08-01,100.25,102.81,100.08333333333333,102.49666666666666,4.607667076161741,4.632882634281307
2021-09-01,99.38,102.05,99.81,102.20666666666666,4.598950896236561,4.6254628990549715
2021-10-01,99.8,101.76,99.83333333333333,101.96666666666665,4.603168193337458,4.622617109418856
2021-11-01,100.32,102.09,99.98,101.88666666666666,4.608365086852713,4.625854786976203
2021-12-01,99.82,101.81,100.11,101.94666666666666,4.603368574059496,4.6231083409413225
2022-01-01,100.19,101.94,100.33666666666666,101.72333333333331,4.607068393252208,4.624384414721588
2022-02-01,101.0,101.42,100.63,101.92333333333333,4.615120526742249,4.619270320226861
2022-03-01,100.7,102.41,100.62666666666667,102.15333333333332,4.612145809655003,4.628984373852018
2022-04-01,100.18,102.63,100.42,102.63333333333333,4.606968577911503,4.631130297401363
2022-05-01,100.38,102.86,100.41666666666667,102.95333333333333,4.608962994188931,4.633368850068722
2022-06-01,100.69,103.37,100.49000000000001,103.12333333333333,4.612046499858996,4.63831479425438
2022-07-01,100.4,103.14,100.36333333333334,103.13333333333333,4.609162217217788,4.6360872983183725
2022-08-01,100.0,102.89,100.26666666666667,103.32333333333332,4.605170195988091,4.633660466106837
2022-09-01,100.4,103.94,100.18333333333334,103.71333333333332,4.609162217217788,4.643813819201231
2022-10-01,100.15,104.31,100.31333333333333,104.21,4.6066690720968495,4.6473672442746885
2022-11-01,100.39,104.38,100.17666666666666,104.41666666666667,4.609062610664586,4.648038095795647
2022-12-01,99.99,104.56,100.3,104.61333333333333,4.605070190988758,4.649761078879854
2023-01-01,100.52,104.9,100.32000000000001,104.59666666666665,4.61035672262366,4.65300752493514
2023-02-01,100.45,104.33,100.24666666666667,104.19999999999999,4.609660101216145,4.647558962064848
2023-03-01,99.77,103.37,99.96,103.50999999999999,4.602867546948469,4.63831479425438
2023-04-01,99.66,102.83,99.81333333333333,102.88333333333333,4.601764402887374,4.633077148965888
2023-05-01,100.01,102.45,99.98,102.43333333333332,4.605270190987425,4.629374884445768
2023-06-01,100.27,102.02,100.24333333333334,102.17999999999999,4.607866557508906,4.62516888229678
2023-07-01,100.45,102.07,100.53333333333335,102.35333333333331,4.609660101216145,4.625658862212605
2023-08-01,100.88,102.97,100.80333333333334,102.90333333333332,4.613931701569432,4.634437693380226
2023-09-01,101.08,103.67,100.67999999999999,103.41333333333331,4.615912292413148,4.641212786981013
2023-10-01,100.08,103.6,100.46999999999998,103.57333333333332,4.605969876150662,4.640537339477892
2023-11-01,100.25,103.45,100.15000000000002,103.54666666666667,4.607667076161741,4.639088413858057
2023-12-01,100.12,103.59,100.22666666666667,103.46999999999998,4.6063694765515875,4.640440809723452
2024-01-01,100.31,103.37,100.49000000000001,103.64666666666666,4.608265400864489,4.63831479425438
2024-02-01,101.04,103.98,100.37333333333333,103.77666666666666,4.615516487939306,4.644198582572804
2024-03-01,99.77,103.98,100.29333333333334,104.12333333333333,4.602867546948469,4.644198582572804
2024-04-01,100.07,104.41,99.96333333333332,104.27999999999999,4.60586995109537,4.648325465879646
2024-05-01,100.05,104.45,100.09666666666665,104.39999999999999,4.605670071024745,4.648708497576534
2024-06-01,100.17,104.34,100.23333333333333,104.38999999999999,4.606868752606702,4.647654807178299
2024-07-01,100.48,104.38,100.21666666666665,104.06333333333333,4.6099587126721175,4.648038095795647
2024-08-01,100.0,103.47,100.25666666666666,103.50333333333332,4.605170195988091,4.639281725281497
2024-09-01,100.29,102.66,100.20666666666666,103.01333333333332,4.608065999071201,4.6314225668730495
2024-10-01,100.33,102.91,100.25,102.78666666666668,4.60846476290463,4.633854829565228
2024-11-01,100.13,102.79,100.25,102.88666666666666,4.606469351706728,4.632688081753403
2024-12-01,100.29,102.96,100.29,102.96,4.608065999071201,4.63434057300038
